エリア	施設	タイムスタンプ	個人情報保護の方針について	全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）	石川県内での宿泊数をお答えください	石川県内での宿泊エリアをお答えください	石川県外での宿泊エリアをお答えください	今回はどなたと石川県を訪れていますか？	今回の石川県の訪問目的は何ですか？（複数選択可）	石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください	次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください	前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。	上記満足度の理由について、具体的に教えてください	今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）	今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり） ※石川県外からの交通費、石川県内での交通費を含む。	今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり） ※飲食、買い物、体験・観光などの消費額合計 ※宿泊費、交通費を除く	これまでに   当施設   には何度訪れたことがありますか。	今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）	当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(前)	当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(後)	当施設    における、消費総額をお答えください。（予定でも可/１人あたり）	当施設 における、商品・サービスの満足度をお答えください	上記満足度の理由につい具体的に教えてください。(サービス)	当施設   における、施設全体の満足度をお答えください。	上記満足度の理由につい具体的に教えてください。(施設全体)	当施設   において、不便を感じたり困ったことはありましたか。	上記不便を感じたり、困ったことについて具体的に教えてください	あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。	あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください	今後、再び石川県を訪れたいと思いますか	あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。  (※必須項目です。無ければ「特になし」とご記入ください)	性別をお答えください	生まれた年をお答えください	お住いの都道府県をお答えください	お住いの市区町村をお答えください 例：新宿区	世帯年収をお答えください	アンケートに回答しようと思った動機をお答えください	旅全体の総合満足度を教えてください。	石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。 ０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。	今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
能登エリア	のと里山空港	2026/01/06	同意する	2泊	2泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	自分ひとり	友人・親戚を訪ねる	県外から訪れていない（石川県内在住）	路線バス	満足	交通手段があるだけでも助かる	使わない	5,000円以上 10,000円未満	1,000円未満	11回目以上	友人・知人	選択なし/該当施設なし	すずなり	能登食祭市場		5,000円以上 10,000円未満	満足	また行きたいと思える	満足	ま行きたいと思える	感じなかった		8		また行きたい（1年以内）	特になし	女	1985	石川県	金沢市	200万円以上 300万円未満	景品が当たる	満足	10	奥能登の魅力を知ってもらいたい
能登エリア	のと鉄道 POKÉMON with YOUトレイン	2026/01/06	同意する	2泊	2泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	自分ひとり	地元の美味しいものを食べる, 買い物、アウトレット, まちあるき、都市散策	名鉄バス	在来線, 路線バス	とても満足	車窓の景色が素晴らしい	5,000円以上 10,000円未満	5,000円以上 10,000円未満	10,000円以上 20,000円未満	2～5回目	新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, インターネット・アプリ	輪島朝市	コミセン	輪島朝市	コミセンBASEマリンタウン	3,000円以上 5,000円未満	とても満足	スタッフの対応	とても満足	スタッフの対応	感じなかった		10	地場産の物を買うようにしている	また行きたい（1年以内）	冬なので温かい食べ物が美味しかった	男	1968	愛知県	常滑市	300万円以上 400万円未満	なんとなく	とても満足	10	輪島の現状を見て感じて欲しい
能登エリア	のとじま水族館	2026/01/06	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	小学生以下連れの家族	お出かけ	自家用車	自家用車			使わない	使わない	使わない	2～5回目	友人・知人	千里浜なぎさドライブウェイ		のとじま水族館		1,000円未満	とても満足	ジンベエザメが良かった	とても満足	雰囲気が落ち着いている	感じなかった		10		石川県在住	海産物	男	1996	石川県	野々市市	200万円以上 300万円未満	景品が当たる	とても満足	10	食事が美味しい
能登エリア	のとじま水族館	2026/01/06	同意する	日帰り	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	富山県	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）	レンタカー	自家用車	とても満足	ジンベイザメをみれた	3,000円以上 5,000円未満	3,000円以上 5,000円未満	3,000円以上 5,000円未満	2～5回目	友人・知人	のとじま水族館		道の駅のとじま		5,000円以上 10,000円未満	とても満足	綺麗な魚がみれた	とても満足	綺麗だった	感じなかった		10		また行きたい（1年以内）	食べ歩き	女	1935	石川県	野々市市	200万円以上 300万円未満	景品が当たる	とても満足	10	海鮮料理
能登エリア	のとじま水族館	2026/01/06	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット	自家用車	自家用車	満足	飛騨高山からは3時間弱でこれるので	使わない	1,000円以上 3,000円未満	10,000円以上 20,000円未満	6～10回目	友人・知人	のとじま水族館		選択なし／該当施設なし		5,000円以上 10,000円未満	とても満足		とても満足	能登の魚たちがたくさん見られて大満足です。そして、震災前に会った子たちとまた再会できてよかったです。	感じなかった		10	イルカアイスが可愛かった。	また行きたい（1年以内）	とくになし	女	1990	岐阜県	高山市	900万円以上 1,000万円未満	景品が当たる	とても満足	10	水族館の生き物も可愛く、飼育員の方も親切で見ていてたのしかったです。
能登エリア	のと鉄道（通常）	2026/01/06	同意する	4泊以上	4泊以上	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	自分ひとり	友人・親戚を訪ねる, 帰省	在来線, バス	自家用車			使わない	10,000円以上 20,000円未満	10,000円以上 20,000円未満	11回目以上	インターネット・アプリ	能登食祭市場		選択なし／該当施設なし		3,000円以上 5,000円未満	満足	海鮮丼が美味しかった	満足		感じた	工事中で復旧半ばだった	9		また行きたい（1年以内）	なし	女	2006	新潟県	新潟市	900万円以上 1,000万円未満	景品が当たる	満足	9	
能登エリア	のとじま水族館	2026/01/07	同意する	日帰り	石川県内には宿泊しない	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	温泉や露天風呂, テーマパーク（遊園地、動物園、博物館など）	県外から訪れていない（石川県内在住）	自家用車			使わない	使わない	5,000円以上 10,000円未満	2～5回目	知ってた	選択なし/該当施設なし	ここに来た	能登食祭市場		3,000円以上 5,000円未満	とても満足	子供たちのテンションが高かった	とても満足	地震に負けず頑張ってください	感じなかった		8	やってない所があった。	また行きたい（1年以内）	特になし	男	1979	石川県	野々市市	500万円以上 600万円未満	景品が当たる	満足	8	ゆっくり出来る
能登エリア	のと鉄道（震災語り部列車）	2026/01/07	同意する	1泊	1泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	団体旅行	スポーツ観戦や芸術鑑賞（コンサート等）	自家用車	自家用車		温泉でゆっくりできた	10,000円以上 20,000円未満	1,000円未満	1,000円以上 3,000円未満	初めて	友人・知人	選択なし/該当施設なし	特になし	選択なし／該当施設なし		使わない	どちらでもない	特になし	どちらでもない	特になし	感じなかった		6		また行きたい（1年以内）	石川県特に能登応援したい	男	1951	石川県	金沢市	300万円以上 400万円未満	景品が当たる	満足	8	見どころ多く二泊三日おすすめ
能登エリア	のとじま水族館	2026/01/07	同意する	日帰り	石川県内には宿泊しない	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	東京	友人	地元の美味しいものを食べる	自家用車	自家用車			5,000円以上 10,000円未満	1,000円以上 3,000円未満	5,000円以上 10,000円未満	2～5回目	新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, Instagram	道の駅のとじま		能登食祭市場		3,000円以上 5,000円未満	とても満足	また来たいと思いました	とても満足		感じなかった		10	食事はとても美味しかったし、店員さんも優しかったです。	また行きたい（1年以内）	今はまだ思いつかない	女	1968	富山県	高岡市	100万円以上 200万円未満	景品が当たる	とても満足	10	食べ物美味しい
能登エリア	のとじま水族館	2026/01/07	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	友人	ドライブ・ツーリング, 友人・親戚を訪ねる, のとを応援しよう	自家用車	自家用車		復興がこんなにも早くてびっくりしましたまた来て応援したいです	使わない	使わない	3,000円以上 5,000円未満	2～5回目	インターネット・アプリ	道の駅のとじま		選択なし／該当施設なし		1,000円以上 3,000円未満	とても満足	ペンギンの散歩やイルカショウなど楽しいことがたくさんありました	とても満足	展示かたもお正月らしいものがたくさんあり満足です	感じなかった		10	お食事処がとてもよかったです　親切にしていただきました	また行きたい（1年以内）	なし	女	1964	富山県	高岡市	100万円以上 200万円未満	景品が当たる	満足	10	水族館 の展示やショウ
能登エリア	のとじま水族館	2026/01/07	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	自分ひとり	地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, お祭りやイベントへの参加・見物, まちあるき、都市散策	新幹線	レンタカー	満足	のと里山海道を通り快適に金沢から能登島付近まで来られたため	5,000円以上 10,000円未満	10,000円以上 20,000円未満	20,000円以上 30,000円未満	初めて	インターネット・アプリ, X(旧：Twitter), Instagram	選択なし/該当施設なし		選択なし／該当施設なし		3,000円以上 5,000円未満	とても満足		とても満足		感じなかった		10		また行きたい（1年以内）	北陸の海産物、お酒、野菜を楽しみにしている	男	1990	東京都	板橋区	400万円以上 500万円未満	景品が当たる, ひゃくまんさんが好き	とても満足	10	冬場の北陸の海鮮を堪能したり、雪景色の金沢・能登は見ごたえがある
能登エリア	のと鉄道（通常）	2026/01/07	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	恋人	地元の美味しいものを食べる, まちあるき、都市散策	新幹線	在来線	満足	落ち着く雰囲気だったから	20,000円以上 30,000円未満	30,000円以上 40,000円未満	5,000円以上 10,000円未満	初めて	インターネット・アプリ	千里浜なぎさドライブウェイ		選択なし／該当施設なし		3,000円以上 5,000円未満	満足	施設内がとても綺麗だったから	満足	清潔で接客などもとてめ素敵だったから。	感じなかった		8		石川県在住	特になし	女	2008	石川県	鹿島郡中能登町	500万円以上 600万円未満	石川県のおすすめ観光スポットが見たい, なんとなく	満足	9	温泉です。とてもリラックスできて最高でした。
能登エリア	のと鉄道（通常）	2026/01/07	同意する	4泊以上	4泊以上	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	自分ひとり	帰省	高速バス	路線バス	どちらでもない	寝不足、窮屈	使わない	10,000円以上 20,000円未満	20,000円以上 30,000円未満	11回目以上	インターネット・アプリ, X(旧：Twitter)	選択なし/該当施設なし	穴水どんたく	選択なし／該当施設なし	七尾ミナクル	使わない	どちらでもない	何度も来ているから	どちらでもない	度々お邪魔しているから	感じなかった		8	駅に近く、アクセスが良い	また行きたい（1年以内）	特になし	男	1959	東京都	中野区	100万円以上 200万円未満	景品が当たる	どちらでもない	8	早く復興を願うから
能登エリア	のと鉄道 POKÉMON with YOUトレイン	2026/01/08	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	東京都	自分ひとり	のと鉄道に乗り、能登空港からフライトする	在来線	在来線			使わない	1,000円以上 3,000円未満	1,000円以上 3,000円未満	2～5回目	ANAのトクたびマイル	選択なし/該当施設なし	ちゃか寿司	選択なし／該当施設なし	能登空港	1,000円以上 3,000円未満	満足		満足		感じなかった		8		機会があれば行きたい	新幹線バブルで調子に乗っていない地元密着の飲食店	男	1986	大阪府	東大阪市	1,500万円以上	景品が当たる, 出発待ち時間	とても満足	8	七尾駅前の雰囲気、七尾線の景色、能登前寿司のうまさ
